abampere,10,ampere (A)
kilogram per cubic meter,3.61E-05,pound per cubic inch 
kilogram per cubic meter,3.41E-10,pound per mil-foot
kilogram per meter,0.672,pound per foot 
kilogram per square centimeter ,980665,dyne 
kilogram per square centimeter ,0.9678,atmosphere 
kilogram per square centimeter ,32.81,foot of water
kilogram per square centimeter ,28.96,inch of mercury
kilogram per square centimeter ,2048,pound per square foot 
kilogram per square centimeter ,14.22,pound per square inch 
kilogram per square meter,9.68E-05,atmosphere 
kilogram per square meter,9.81E-05,bar 
kilogram per cubic meter,0.00328,foot of water
kilogram per cubic meter,0.0029,inch of mercury
kilogram per cubic meter,0.2048,pound per square foot 
kilogram per cubic meter,0.00142,pound per square inch 
kilogram per square mm,1000000,kilogram per square meter
kilogram-calorie ,3.968,Btu
kilogram-calorie ,3088,foot-pound 
kilogram-calorie ,0.00156,hp-hour
kilogram-calorie ,4186,joule 
kilogram-calorie ,426.9,kilogram -meter 
kilogram-calorie ,4.186,kilojoule 
kilogram-calorie ,0.00116,kilowatt-hour
kilogram-meter ,0.00929,Btu
kilogram-meter ,98000000,erg 
kilogram-meter ,7.233,foot-pound 
kilogram-meter ,9.804,joule 
kilogram-meter ,0.00234,kilogram -calorie 
kilogram-meter ,2.72E-06,kilowatt-hour
kilogram-force meter ,9.80665,newton meter 
kiloline ,1000,maxwell 
kilolitre ,1000,litre 
kilometer ,6.68E-09,astronomical unit
kilometer ,100000,centimeter 
kilometer ,3280.84,foot
kilometer ,39400,inch
kilometer ,1.06E-13,light year
kilometer ,1000,meter 
kilometer ,0.6214,mile 
kilometer ,1000000,millimeter 
kilometer ,1094,yard 
kilometer per hr,27.78,cm per sec
kilometer per hr,54.68,foot per minch 
kilometer per hr,0.9113,foot per sec
kilometer per hr,0.5396,knot 
kilometer per hr,16.67,meter per minch 
kilometer per hr,0.6214,mile per hr
kilometer per hr per sec,27.78,cm per hr per sec
kilometer per hr per sec,0.9113,foot per sec per sec
kilometer per hr per sec,0.2778,meter per sec per sec
kilometer per hr per sec,0.6214,mile per hr per sec
kilopond (= kilogram force)(kp),9.80665,newton
kilowatt ,56.92,Btu per minch 
kilowatt ,44300,foot-lb per minch 
kilowatt ,737.6,foot-lb per sec
kilowatt ,1.341,horsepower
kilowatt ,14.34,kilogram -calorie per minch 
kilowatt ,1000,watt 
kilowatt-hour,3413,Btu
kilowatt-hour,36000000000000,erg 
kilowatt-hour,2660000,foot-lb 
kilowatt-hour,859850,gram-calorie 
kilowatt-hour,1.341,horsepower-hour
kilowatt-hour,3600590,joule 
kilowatt-hour,860.5,kilogram -calorie 
kilowatt-hour,367000,kilogram -meter 
kilowatt-hour,3.53,lb of water evap. at 212ºF
kilowatt-hour,22.75,lb of water ^ from 62º-212ºF
kilowatt-hour,4448.222,newton
knot ,6080,foot per hr
knot ,1.8532,kilometer per hr
knot ,1,nautical mile per hr
knot ,1.151,statute mile per hr ( mph )
knot ,2027,yard per hr
knot ,1.689,foot per sec
knot ,0.5144444,meter per second ( m per )
lambda,1E-09,cubic . meter
lambert,3183.099,candela per square . meter
langley,41840,joule per square . meter
"lb, lb (short for 'pounds')",0.4536,kilogram 
league,3,mile (approx.)
leaguer,0.5773534,cubic . meter
light-year,63239.7,astronomical unit
light-year,5900000000000,mile 
light-year,9460730000000,kilometer 
ligne (buttons),0.000635,meter
line per square centimeter ,1,gausse 
line per square inch ,0.155,gause 
line per square inch ,1.55E-09,weber per square centimeter 
line per square inch ,1E-08,weber per square inch 
line per square inch ,1.55E-05,weber per square meter
link (engineer's),12,inch
link (surveyor's),7.92,inch
litre ,0.02838,bushel (U.S. dry)
litre ,1000,cubic centimeter 
litre ,0.03531,cubic foot
litre ,61.02,cubic inch
litre ,0.001,cubic meter 
litre ,0.00131,cubic yard 
litre ,0.2642,gallon (U.S. liq.)
litre ,2.113,pint (U.S. liq.)
litre ,1.057,quart (U.S. liq.)
litre per minch ,0.000589,cubic foot per sec
litre per minch ,0.0044,gal per sec
lumen (lm),0.07958,spherical candle power
lumen,0.001496,watt
lumen per square foot ,1,foot-candle 
lumen per square foot ,10.76,lumen per square meter
lumen per square foot ,10.76391,lux (lx)
lusec,0.0001333224,pascal cubic . meter per sec.
lux,0.0929,foot-candle 
maxwell ,0.001,kiloline 
maxwell ,1E-08,weber 
megaline ,1000000,maxwell 
megohm ,1000000000000,microhm 
megohm ,1000000,ohm 
meter ,100,centimeter 
meter (calc to foot . & ins.),3.281,foot
meter ,39.37,inch
meter ,0.001,kilometer 
meter ,0.00054,mile (nautical)
meter ,0.000621,mile (statute)
meter ,1000,millimeter 
meter ,1.094,yard 
meter per minch ,1.667,cm per sec
meter per minch ,3.281,foot per minch 
meter per minch ,0.05468,foot per sec
meter per minch ,0.06,km per hr
meter per minch ,0.03238,knot 
meter per minch ,0.03728,mile per hr
meter per sec,196.8,foot per minch 
meter per sec,3.281,foot per sec
meter per sec,3.6,kilometer per hr
meter per sec,0.06,kilometer per minch 
meter per sec,2.237,mile per hr
meter per sec,0.03728,mile per minch 
meter per sec per sec,100,cm per sec per sec
meter per sec per sec,3.281,foot per sec per sec
meter per sec per sec,3.6,km per hr per sec
meter per sec per sec,2.237,mile per hr per sec
meter-kilogram ,98100000,centimeter -dyne 
meter-kilogram ,100000,centimeter -gram 
meter-kilogram ,7.233,pound-foot
microfarad,1E-06,farad 
microgram (see medical page),1E-06,gram 
microhm ,1E-12,megohm 
microhm ,1E-06,ohm 
microlitre ,1E-06,litre 
micron ,1E-06,meter 
mile (nautical),6080.27,foot
mile (nautical),1.852,kilometer 
mile (nautical),1852,meter 
mile (nautical),1.1516,mile (statute)
mile (nautical),2027,yard 
mile (statute),161000,centimeter 
mile (statute),5280,foot
mile (statute),63400,inch
mile (statute),1.609,kilometer 
mile (statute),1609,meter 
mile (statute),0.8684,mile (nautical)
mile (statute),1760,yard 
mile per hr,44.7,centimeter per sec
mile per hr,88,foot per minch 
mile per hr,1.467,foot per sec
mile per hr,1.609344,km per hr
mile per hr,0.02682,km per minch 
mile per hr,0.8684,knot 
mile per hr,26.82,meter per minch 
mile per hr,0.1667,mile per minch 
mile per hr per sec,44.7,cm per sec per sec
mile per hr per sec,1.467,foot per sec per sec
mile per hr per sec,1.609,km per hr per sec
mile per hr per sec,0.447,meter per sec per sec
mile per minch ,2682,cm per sec
mile per minch ,88,foot per sec
mile per minch ,1.609,km per minch 
mile per minch ,0.8684,knot per minch 
mile per minch ,60,mile per hr
mil-foot,9.43E-06,cubic inch
millier ,1000,kilogram 
millmicron ,1E-09,meter 
millibar ,100,pascal 
millibar ,0.0295299,inch of mercury
milligram ,0.01543236,grain 
milligram ,0.001,gram 
milligram per litre,1,part per million
millihenrie ,0.001,henrie 
millilitre ,0.001,litre 
millimeter ,0.1,centimeter 
millimeter ,0.00328,foot
millimeter ,0.03937,inch
millimeter ,1E-06,kilometer 
millimeter ,0.001,meter 
millimeter ,6.21E-07,mile 
millimeter ,39.37,mil 
millimeter ,0.00109,yard 
million gal per day,1.54723,cubic foot per sec
mil ,0.00254,centimeter 
mil ,8.33E-05,foot
mil ,0.001,inch
mil ,0.0254,millimeter 
mil ,2.78E-05,yard 
minim (British)( medical ),0.059192,cubic centimeter 
minim (US fluid),0.061612,cubic centimeter 
minute (angles),0.01667,degree 
minute (angles),0.000185,quadrant 
minute (angles),0.000291,radian 
minute (angles),60,second 
morgen,8565.32,square . meter
minute ( more time unit  ),60,second 
nautical mile (international),1852,meter
neper ,8.686,decibel 
newton,100000,dyne 
newton,0.2248,pound force (lbf)
oersted,79.57747,ampere per meter
ohm (international),1.0005,ohm (absolute)
ohm ,1E-06,megohm 
ohm ,1000000,microhm 
ounce ( oz. or ozs.),16,dram 
ounce ( mas ),437.5,grain 
ounce ,28.349523,gram 
ounce ,28349.523,milligram 
ounce ,0.0625,pound 
ounce ( avoirdupoi ),0.9115,ounce (troy)
ounce ,2.79E-05,ton (long)(UK)
ounce ,2.84E-05,tonne (metric)
ounce (fluid),1.805,cubic inch
ounce (fluid),0.02957,liter 
ounce (troy),480,grain 
ounce (troy),31.103481,gram 
ounce (troy),1.09714,ounce (avoirdupois)
ounce (troy),20,pennyweight (troy)
ounce (troy),0.08333,pound (troy)
ounce per square inch,4309,dyne per square centimeter 
ounce per square inch,0.0625,pound per square inch 
oz or oz (short for ounce),28.349523,gram 
parsec,19000000000000,mile 
parsec,30856780000000,kilometer 
ppm = part per million,0.058419,grain per U.S. gal.
part per million,8.345,pound per million gal
peck (British),554.6,cubic inch
peck (British),9.091901,litre 
peck (US),0.25,bushel 
peck (US),537.605,cubic inch
peck (US),8.809768,litre 
peck (US),8,quart (dry)
pennyweight (troy),24,grain 
pennyweight (troy),0.05,ounce (troy)
pennyweight (troy),1.555174,gram 
pennyweight (troy),0.00417,pound (troy)
perch (area),25.2929,square . meter
perch (length),5.0292,meter
perm (0deg.C),5.72135E-11,kilogram . per pascal sec square .m.
perm inch (0deg.C),1.45322E-12,kilogram . per pascal sec m.
phot,10000,lux
pica (printing),4.217518,millimeter
pica (computer),4.233333,millimeter
pieze,1000,pascal
pint (Brit.) ( pts. ),568.26125,cubic centimeter 
pint (Brit.),34.67743,cubic inch
pint (Brit.),0.125,gallon (Brit.)
pint (Brit.),4,gill (Brit.)
pint (Brit.),0.56826125,litre 
pint (Brit.),568.26125,millilitre 
pint (Brit.),20,ounce (Brit. fluid)
pint (Brit.),1.032057,pint (US dry)
pint (Brit.),1.20095,pint (US liquid)
pint (US dry),550.6105,cubic centimeter 
pint (US dry),33.6003125,cubic inch
pint (US dry),0.5506105,litre 
pint (US dry),550.6105,millitre 
pint (US dry),0.0625,peck (US)
pint (US dry),0.968939,pint (Brit. dry)
pint (US dry),0.5,quart (US dry)
pint (US liquid),473.1765,cubic centimeter 
pint (US liquid),0.01671,cubic foot
pint (US liquid),28.875,cubic inch
pint (US liquid),0.000473,cubic meter 
pint (US liquid),0.000619,cubic yard 
pint (US liquid),0.125,gallon (US)
pint (US liquid),4,gill (US)
pint (US liquid),0.4731765,litre 
pint (US liquid),473.1765,millilitre 
pint (US liquid),16,ounce (US fluid)
pint (US liquid),0.8326742,pint (Brit. liquid)
pint (US liquid),0.5,quart (liquid)
Plank's quantum,6.62E-27,erg-second
point (printing),0.3514598,millimeter
point (computer),0.3527778,millimeter
poise (P),0.1,pascal sec
poiseuille,1,pascal sec
pole (area),25.2929,meter
pole (length),5.0292,meter
poundal ,13826,dyne 
poundal ,14.1,gram 
poundal ,0.00138,joule per centimeter 
poundal ,0.138255,joule per meter (newtons)
poundal per square . foot .,1.488164,pascal (Pa)
poundal ,0.0141,kilogram 
poundal ,0.03108,pound 
pound ( lb ),256,dram 
pound ,445000,dyne 
pound ,7000,grain 
pound ,453.5924,gram 
pound ,0.04448,joule per centimeter 
pound ,4.448,joule per meter (newtons)
pound ( lb. ),0.4536,kilogram 
pound ,16,ounce 
pound ,14.5833,ounce (troy)
pound ,32.17,poundal 
pound ,1.21528,pound (troy)
pound ,0.07142857,stone (British)
pound ,0.0005,ton (short)
pound (troy),5760,grain 
pound (troy),373.24177,gram 
pound (troy),13.1657,ounce (avoirdupois)
pound (troy),12,ounce (troy)
pound (troy),240,pennyweight (troy)
pound (troy),0.822857,pound (avoirdupois)
pound (troy),0.000367,ton (long)
pound (troy),0.000373,tonne (metric)
pound (troy),0.000411,ton (short)
pound of water,0.01602,cubic foot
pound of water,27.68,cubic inch
pound of water,0.1198,gallon 
pound of water per minch ,0.000267,cubic foot per sec
pound-foot,13600000,centimeter -dyne 
pound-foot,13825,centimeter -gram 
pound-foot,0.1383,meter-kilogram s
pound force (lbf),4.448,newton
pound per cubic foot ,0.01602,gram per cubic centimeter 
pound per cubic foot ,16.02,kilogram per cubic meter
pound per cubic foot ,0.000579,pound per cubic inch 
pound per cubic foot ,5.46E-09,pound per mil-foot
pound per cubic inch ,27.68,gm per cubic centimeter 
pound per cubic inch ,27700,kilogram per cubic meter
pound per cubic inch ,1728,pound per cubic foot 
pound per cubic inch ,9.43E-06,pound per mil-foot
pound per foot ,1.488,kilogram per meter
pound per inch ,178.6,gm per centimeter 
pound per mil-foot,2310000,gm per cubic centimeter 
pound per square foot ,0.000473,atmosphere 
pound per square foot ,0.01602,foot of water
pound per square foot ,0.01414,inch of mercury
pound per square foot ,4.882428,kilogram per square meter
pound per square foot ,0.00694,pound per square inch 
pound per square inch ,0.06804,atmosphere 
pound per square inch ,2.307,foot of water
pound per square inch ,2.036,inch of mercury
pound per square inch (not pound force!),703.0696,kilogram per square meter
pound per square inch ,144,pound per square foot 
pound per square .inch ,6894.757,pascal (Pa)
psi (pounds-force per square .inch ),6.894757,kilopascal (kPa)
quad,1.055056E+018,joule 
quadrant (angle),90,degree 
quadrant (angle),5400,minute 
quadrant (angle),1.571,radian 
quadrant (angle),324000,second 
quarter (2 stone),12.70059,kilogram
quart (dry),67.2,cubic inch
quart (liquid),946.4,cubic cm 
quart (liquid),0.03342,cubic foot
quart (liquid),57.75,cubic inch
quart (liquid),0.000946,cubic meter 
quart (liquid),0.00124,cubic yard 
quart (liquid),0.25,gallon 
quart (liquid),0.9463,litre 
quintal,100,kilogram
rad (ionising radiation),0.01,gray (Gy)(joule per kilogram )
radian ,57.29578,degree 
radian ,3438,minute 
radian ,206000,second 
radian per sec,57.29578,degree per sec
radian per sec,9.549,revolution per minch 
radian per sec,0.1592,revolution per sec
radian per sec per sec,572.9578,revs. per minch per minch 
radian per sec per sec,9.549,revs. per minch per sec
radian per sec per sec,0.1592,revs. per sec per sec
réaumur,1.25,celsiu (oC)
register ton (shipping),2.831685,cubic . meter
rem,0.01,sievert (Sv)
revolution ,360,degree 
revolution ,4,quadrant 
revolution ,6.283185,radian 
revolution per minch (rpm),6,degree per sec
revolution per minch ,0.1047198,radian per sec
revolution per minch ,0.01667,revs. per sec
revolution per minch per minch ,0.00175,radian per sec per sec
revolution per minch per minch ,0.01667,rev per minch per minch 
revolution per minch per minch ,0.000278,rev per sec per sec
revolution per sec,360,degree per sec
revolution per sec,6.283,radian per sec
revolution per sec,60,rev per minch 
revolution per sec per sec,6.283,radian per sec per sec
revolution per sec per sec,3600,rev per minch per minch 
revolution per sec per sec,60,rev per minch per sec
rhe,10,per pascal sec
rod,0.25,chainch (Gunter's)
rod,5.02921,meter 
rod (surveyor's meas.),5.5,yard 
rod ,16.5,foot
rontgen,0.000258,coulomb per kilogram
rood (UK),1011.715,square . meter
scruple ( see medical page ),20,grain 
second (angle),0.000278,degree 
second (angle),0.01666667,minute 
second (angle),3.09E-06,quadrant 
second (angle),4.848137E-06,radian 
second (sidereal) (more time),0.9972696,second (s)
shake,10,nanosecond (ns)
slug,14.5939,kilogram
slug,32.17,pound 
slug per cubic foot,515.3788,kilogram per cubic meter
slug per foot second,47.88026,pascal second
span,9,inch
sphere,12.57,steradian 
square centimeter ,197000,circular mil 
square centimeter ,0.00108,square foot
square centimeter ,0.155,square inch
square centimeter ,0.0001,square meter 
square centimeter ,3.86E-11,square mile 
square centimeter ,100,square millimeter 
square centimeter ,0.00012,square yard 
square foot,2.3E-05,acre 
square foot,183000000,circular mil 
square foot,929,square cm 
square foot,144,square inch
square foot,0.09290304,square meter 
square foot,3.59E-08,square mile 
square foot,92900,square millimeter 
square foot,0.1111,square yard 
square foot per hour,2.58064E-05,square m. per second
square foot per second,0.09290304,square m. per second
square inch,1270000,circular mil 
square inch,6.452,square centimeter 
square inch,0.00694,square foot
square inch,645.2,square millimeter 
square inch,1000000,square mil 
square inch,0.000772,square yard 
square kilometer ,247.1,acre 
square kilometer ,10000000000,square cm 
square kilometer ,10800000,square foot 
square kilometer ,1550000000,square inch
square kilometer ,1000000,square meter 
square kilometer ,0.3861,square mile 
square kilometer ,1200000,square yard 
square meter ,0.000247,acre 
square meter ,10000,square centimeter 
square meter ,10.763915,square foot
square meter ,1550,square inch
square meter ,3.86E-07,square mile 
square meter ,1000000,square millimeter 
square meter ,1.196,square yard 
square mile ,640,acre 
square mile ,27900000,square foot
square mile ,2.589988,square km 
square mile ,2589988,square meter 
square mile ,3100000,square yard 
square millimeter ,1973,circular mil 
square millimeter ,0.01,square cm 
square millimeter ,1.08E-05,square foot
square millimeter ,0.00155,square inch
square mil ,1.273,circular mil 
square mil ,6.45E-06,square cm 
square mil ,1E-06,square inch
square yard ,0.000207,acre 
square yard ,8361,square cm 
square yard ,9,square foot
square yard ,1296,square inch
square yard ,0.8361274,square meter 
square yard ,3.23E-07,square mile 
square yard ,836000,square millimeter 
statampere,3.335641E-10,ampere
statcoulomb,3.335641E-10,coulomb
statfarad,1.112649E-12,farad
stathenry,898755431000,henry
statmho,1.112649E-12,siemen (S)
statohm,898755431000,ohm
statvolt,299.7925,volt
stere,1,cubic . meter
sthene,1000,newton
stilb,10000,candela per square . meter
stoke ,0.0001,meter square . per sec
stone (British) ( medical ),14,pound (avoirdupois)
stone (British),6.3502936,kilogram 
tablespoon (UK & metric),15,millilitre
tablespoon (US),14.78676,millilitre
teaspoon (UK & metric),5,millilitre ( = cubic .centimeter = cc)
teaspoon (US),4.928922,cubic centimeter ( = cc )
therm (European),105506000,joule
therm (US),105480400,joule
thermie,4185500,joule
thou (mil),2.54E-05,meter
ton (long),1016.047,kilogram 
ton (long),2240,pound 
ton (long),1.12,ton (short)
ton (tonne)(metric),1000,kilogram 
ton (metric),2205,pound 
ton (short),32000,ounce 
ton (short),907.1847,kilogram 
ton (short),2000,pound 
ton (short),2430.56,pound (troy)
ton (short),0.89287,ton (long)
ton (short),0.9071847,tonne (metric)
ton (short) per square .foot .,9765,kilogram per square meter
ton (short) per square .foot .,2000,pound per square inch 
ton of water per 24 hour,83.333,pound of water per hr
ton of water per 24 hour,0.16643,gallon per minch 
ton of water per 24 hour,1.3349,cubic foot per hr
ton refrigeration,12000,btu per hour
ton refrigeration,3024.117,kilocalorie per hour
ton refrigeration,3517.2,watt 
torr,133.32237,pascal
unit pole,1.256637E-07,weber ( Wb )
volt inch,0.3937,volt per centimeter 
volt (absolute),0.003336,statvolt 
watt ,3.4129,Btu per hr
watt ,0.05688,Btu per minch 
watt ,10000000,erg per sec
watt ,44.27,foot-lb per minch 
watt ,0.7378,foot-lb per sec
watt ,0.00134,horsepower
watt ,0.00136,horsepower (metric)
watt ,0.01433,kilogram -calorie per minch 
watt ,0.001,kilowatt 
watt ,0.0002843,ton refrigeration
watt ( see detail  ),watt per volt ,amp 
watt (absolute),0.056884,Btu (mean) per minch 
watt (absolute),1,joule per sec
watt hour,3600,joule
watt-hour ,3.413,Btu
watt-hour ,36000000000,erg 
watt-hour ,2656,foot-pound 
watt-hour ,859.85,gram-calorie 
watt-hour ,0.00134,horsepower-hour
watt-hour ,0.8605,kilogram-calorie 
watt-hour ,367.2,kiloram-meter 
watt-hour ,0.001,kilowatt-hour
watt (international),1.0002,watt (absolute)
weber ,100000000,maxwell 
weber ,100000,kiloline 
weber per square inch ,15500000,gausse 
weber per square inch ,100000000,line per square inch 
weber per square inch ,0.155,weber per square centimeter 
weber per square inch ,1550,weber per square meter
weber per square meter,10000,gausse 
weber per square meter,64500,line per square inch 
weber per square meter,0.0001,weber per square centimeter 
weber per square meter,0.000645,weber per square inch 
week,7,day
week,168,hour
week,10080,minute (time)
week,0.2299795,month
week,605000,second
yard ,91.44,centimeter 
yard ,0.5,fathom
yard ,3,foot
yard ,36,inch
yard ,0.000914,kilometer 
yard ,0.9144,meter 
yard ,0.000493,mile (nautical)
yard ,0.000568,mile (statute)
yard ,914.4,millimeter 
year (mean of 4 year period),365.25,day ( more on time )
year (mean of 4 year period),8766,hour
year (mean of 4 year period),526000,minute (time)
year (mean of 4 year period),31558150,second (time)
year (mean of 4 year period),52.17857,week
